1790187199.413661000	349620	5728174080
1790187200.214972000	366332	6001983488
1790187200.777157000	343685	5630935040
1790187201.526111000	351091	5752274944
1790187202.208833000	348131	5703778304
1790187202.965434000	340742	5582716928
1790187203.723693000	344580	5645598720
1790187204.256625000	347276	5689769984
1790187204.921611000	503543	8250048512
1790187205.572358000	540719	8859140096
1790187206.311128000	537040	8798863360
1790187206.898826000	536576	8791261184
1790187207.425003000	562220	9211412480
1790187207.948899000	561702	9202925568
1790187208.472083000	558840	9156034560
1790187208.989793000	555685	9104343040
1790187209.596433000	533036	8733261824
1790187210.152548000	536900	8796569600
1790187210.725016000	533994	8748957696
1790187211.305136000	533916	8747679744
1790187211.912734000	537732	8810201088
1790187212.441773000	540357	8853209088
1790187212.961788000	544191	8916025344
1790187213.603367000	545611	8939290624
1790187214.297575000	542426	8887107584
1790187214.941128000	538764	8827109376
1790187215.608807000	344132	5638258688
1790187216.390923000	534108	8750825472
1790187217.121320000	533926	8747843584
1790187217.685935000	537797	8811266048
1790187218.403186000	556699	9120956416
1790187219.180207000	572697	9383067648
1790187219.729763000	572240	9375580160
1790187220.346910000	560612	9185067008
1790187220.918860000	560595	9184788480
1790187221.476384000	556930	9124741120
1790187222.325432000	541731	8875720704
1790187222.875910000	534903	8763850752
1790187223.401673000	538479	8822439936
1790187223.944219000	546828	8959229952
1790187224.585429000	546028	8946122752
1790187225.205561000	550042	9011888128
1790187225.840131000	549689	9006104576
1790187226.398788000	537490	8806236160
1790187226.921344000	541799	8876834816
1790187227.442691000	541811	8877031424
1790187227.970130000	538184	8817606656
1790187228.501966000	538163	8817262592
1790187229.022148000	541997	8880078848
1790187229.581731000	545824	8942780416
1790187230.113699000	541904	8878555136
1790187230.632287000	547720	8973844480
1790187231.144112000	571861	9369370624
1790187231.657410000	572029	9372123136
1790187232.177765000	568250	9310208000
1790187232.727838000	559872	9172942848
1790187233.255886000	559650	9169305600
1790187233.931522000	559685	9169879040
1790187234.528315000	559784	9171501056
1790187235.085647000	568832	9319743488
1790187235.824120000	569052	9323347968
1790187236.538007000	559791	9171615744
1790187237.294962000	558902	9157050368
1790187237.956671000	558934	9157574656
1790187238.764079000	555118	9095053312
1790187239.468138000	558795	9155297280
1790187240.154491000	563958	9239887872
1790187240.856522000	560188	9178120192
1790187241.417028000	558969	9158148096
1790187242.273366000	540023	8847736832
1790187242.962373000	533285	8737341440
1790187243.586234000	537065	8799272960
1790187244.118377000	536915	8796815360
1790187244.641538000	551077	9028845568
1790187245.179545000	555418	9099968512
1790187245.705136000	558463	9149857792
1790187246.227405000	554723	9088581632
1790187246.745194000	554400	9083289600
1790187247.265944000	560711	9186689024
1790187247.788475000	559200	9161932800
1790187248.352083000	555861	9107226624
1790187248.911661000	555908	9107996672
1790187249.502284000	661830	10843422720
1790187250.058352000	661845	10843668480
1790187250.625818000	655046	10732273664
1790187251.211326000	658864	10794827776
1790187251.749418000	658707	10792255488
1790187252.294162000	655065	10732584960
1790187253.052281000	653935	10714071040
1790187253.886603000	657767	10776854528
1790187254.519276000	653876	10713104384
1790187255.182476000	657848	10778181632
1790187255.898556000	657843	10778099712
1790187256.493449000	654080	10716446720
1790187257.140804000	654258	10719363072
1790187257.830121000	657910	10779197440
1790187258.623713000	532958	8731983872
1790187259.290886000	536679	8792948736
1790187259.989793000	536873	8796127232
1790187260.699001000	532846	8730148864
1790187261.444715000	536618	8791949312
1790187262.020383000	533145	8735047680
1790187262.569082000	529041	8667807744
1790187263.142305000	532808	8729526272
1790187263.894175000	532865	8730460160
1790187264.586031000	532716	8728018944
1790187265.285220000	535892	8780054528
1790187266.006989000	536667	8792752128
1790187266.733884000	433738	7106363392
1790187267.361933000	437428	7166820352
1790187268.080940000	437543	7168704512
1790187268.726250000	433772	7106920448
1790187269.468082000	437560	7168983040
1790187270.103753000	437487	7167787008
1790187270.682507000	433783	7107100672
1790187271.256575000	433629	7104577536
1790187271.786545000	433431	7101333504
1790187272.318015000	433432	7101349888
1790187272.846717000	433437	7101431808
1790187273.360448000	437076	7161053184
1790187273.881730000	437003	7159857152
1790187274.404507000	433245	7098286080
1790187274.922573000	535493	8773517312
1790187275.465884000	544800	8926003200
1790187276.244886000	532488	8724283392
1790187276.891161000	532680	8727429120
1790187277.485802000	450401	7379369984
1790187278.185962000	437352	7165575168
1790187278.747811000	433390	7100661760
1790187279.271057000	437191	7162937344
1790187280.147566000	437657	7170572288
1790187280.936526000	433843	7108083712
1790187281.593715000	437537	7168606208
1790187282.310383000	433965	7110082560
1790187282.997316000	433782	7107084288
1790187283.781161000	437506	7168098304
1790187284.426098000	434103	7112343552
1790187285.009333000	430123	7047135232
1790187285.564559000	433906	7109115904
1790187286.304628000	532411	8723021824
1790187286.915849000	529461	8674689024
1790187287.848858000	533217	8736227328
1790187288.670200000	430256	7049314304
1790187289.394557000	437593	7169523712
1790187290.178405000	437708	7171407872
1790187290.954058000	433781	7107067904
1790187291.658915000	437405	7166443520
1790187292.421687000	433705	7105822720
1790187293.090820000	437521	7168344064
1790187293.902507000	437352	7165575168
1790187294.519396000	430218	7048691712
1790187295.185952000	430149	7047561216
1790187295.705705000	433681	7105429504
1790187296.218375000	433650	7104921600
1790187296.740530000	429835	7042416640
1790187297.260812000	429802	7041875968
1790187297.777367000	429881	7043170304
1790187298.318513000	529120	8669102080
1790187298.841841000	547073	8963244032
1790187299.457865000	560787	9187934208
1790187300.066259000	575551	9429827584
1790187300.663106000	680197	11144347648
1790187301.275252000	568806	9319317504
1790187302.033083000	456949	7486652416
1790187302.714691000	363769	5959991296
1790187303.282312000	446508	7315587072
1790187303.813414000	363541	5956255744
1790187304.533122000	344570	5645434880
1790187305.140590000	335927	5503827968
1790187305.662486000	339306	5559189504
1790187306.190753000	342330	5608734720
1790187306.756715000	338773	5550456832
1790187307.324939000	674291	11047583744
1790187307.901289000	711518	11657510912
1790187308.448967000	710869	11646877696
1790187308.987521000	707473	11591237632
1790187309.615309000	692411	11344461824
1790187310.361507000	693015	11354357760
1790187311.003473000	689211	11292033024
1790187311.598183000	689320	11293818880
1790187312.149902000	689284	11293229056
1790187312.837587000	788240	12914524160
1790187313.443922000	795105	13027000320
1790187314.061432000	795235	13029130240
1790187314.820611000	787685	12905431040
1790187315.433641000	692710	11349360640
1790187315.982087000	720922	11811586048
1790187316.502053000	713269	11686199296
1790187317.020652000	714241	11702124544
1790187317.538057000	714208	11701583872
1790187318.052858000	710447	11639963648
1790187318.574327000	714302	11703123968
1790187319.100696000	596970	9780756480
1790187319.625879000	596888	9779412992
1790187320.150380000	593090	9717186560
1790187320.738357000	702726	11513462784
1790187321.277749000	706807	11580325888
1790187321.804794000	825125	13518848000
1790187322.410178000	838278	13734346752
1790187322.959943000	735360	12048138240
1790187323.488971000	734812	12039159808
1790187324.023334000	749207	12275007488
1790187324.543361000	936089	15336882176
1790187325.074188000	948586	15541633024
1790187325.783626000	857527	14049722368
1790187326.404624000	823599	13493846016
1790187327.021748000	697761	11432116224
1790187327.736816000	706968	11582963712
1790187328.305782000	708599	11609686016
1790187328.845238000	704928	11549540352
1790187329.370187000	702557	11510693888
1790187329.903909000	702624	11511791616
1790187330.426206000	698854	11450023936
1790187330.947851000	698867	11450236928
1790187331.478134000	721435	11819991040
1790187331.994023000	724509	11870355456
1790187332.517759000	720620	11806638080
1790187333.045062000	823473	13491781632
1790187333.571192000	705051	11551555584
1790187334.097805000	701277	11489722368
1790187334.622906000	702155	11504107520
1790187335.145770000	708829	11613454336
1790187335.677336000	708051	11600707584
1790187336.205359000	713548	11690770432
1790187336.732130000	709777	11628986368
1790187337.251089000	707028	11583946752
1790187337.786614000	721829	11826446336
1790187338.309344000	720892	11811094528
1790187338.837337000	714197	11701403648
1790187339.366101000	711833	11662671872
1790187339.888929000	715514	11722981376
1790187340.419242000	711916	11664031744
1790187340.947843000	733741	12021612544
1790187341.477642000	738505	12099665920
1790187342.008232000	741311	12145639424
1790187342.538273000	745022	12206440448
1790187343.064249000	745006	12206178304
1790187343.584628000	737222	12078645248
1790187344.110763000	749787	12284510208
1790187344.638790000	611445	10017914880
1790187345.161840000	624709	10235232256
1790187345.677305000	629413	10312302592
1790187346.218929000	616230	10096312320
1790187346.753334000	598747	9809870848
1790187347.274897000	614975	10075750400
1790187347.819448000	620241	10162028544
1790187348.344151000	616425	10099507200
1790187348.860444000	611094	10012164096
1790187349.375205000	614834	10073440256
1790187349.895568000	614802	10072915968
1790187350.419106000	611003	10010673152
1790187350.946241000	611094	10012164096
1790187351.494379000	605313	9917448192
1790187352.036735000	605323	9917612032
1790187352.571135000	598613	9807675392
1790187353.097936000	597216	9784786944
1790187353.618734000	597235	9785098240
1790187354.151388000	603559	9888710656
1790187354.666670000	606538	9937518592
1790187355.188008000	610473	10001989632
1790187355.702475000	610467	10001891328
1790187356.221278000	607642	9955606528
1790187356.744002000	615672	10087170048
1790187357.267169000	615332	10081599488
1790187357.834007000	615378	10082353152
1790187358.407950000	612096	10028580864
1790187359.002965000	612181	10029973504
1790187359.526355000	607890	9959669760
1790187360.042367000	612853	10040983552
1790187360.557205000	609125	9979904000
1790187361.072847000	609183	9980854272
1790187361.590072000	604204	9899278336
1790187362.109185000	589350	9655910400
1790187362.637292000	589341	9655762944
1790187363.158666000	597586	9790849024
1790187363.726779000	593871	9729982464
1790187364.265206000	590147	9668968448
1790187364.789037000	590178	9669476352
1790187365.308395000	589518	9658662912
1790187365.826116000	589507	9658482688
1790187366.345033000	589116	9652076544
1790187366.856501000	589093	9651699712
1790187367.377421000	589199	9653436416
1790187367.911358000	589411	9656909824
1790187368.443761000	589249	9654255616
1790187369.104853000	594185	9735127040
1790187369.650364000	597727	9793159168
1790187370.177053000	597602	9791111168
1790187370.719292000	594078	9733373952
1790187371.330760000	597909	9796141056
1790187372.311706000	597799	9794338816
1790187373.241219000	597857	9795289088
1790187374.056481000	593174	9718562816
1790187374.874008000	589397	9656680448
1790187375.619151000	593207	9719103488
1790187376.394222000	589458	9657679872
1790187376.961541000	589469	9657860096
1790187377.506835000	593144	9718071296
1790187378.029306000	592885	9713827840
1790187378.547037000	589058	9651126272
1790187379.061373000	594209	9735520256
1790187379.585199000	594106	9733832704
1790187380.098189000	594113	9733947392
1790187380.612691000	590370	9672622080
1790187381.132956000	598672	9808642048
1790187381.699352000	598965	9813442560
1790187382.317693000	595245	9752494080
1790187383.064564000	598956	9813295104
1790187384.004847000	594282	9736716288
1790187384.760777000	589295	9655009280
1790187385.287427000	589207	9653567488
1790187385.830758000	589432	9657253888
1790187386.386931000	589471	9657892864
1790187386.955994000	589481	9658056704
1790187387.523698000	593152	9718202368
1790187388.092825000	593093	9717235712
1790187388.625138000	589393	9656614912
1790187389.179154000	593142	9718038528
1790187389.735576000	593122	9717710848
1790187390.292329000	589271	9654616064
